transaction_id,user_id,product_id,rating,quantity,total_price,timestamp
84,970,114,2,1,136.92,2026-01-31 02:11:33
85,538,136,1,4,1546.4,2026-01-09 01:46:32
86,987,289,1,3,1241.49,2025-06-06 11:46:02
87,287,142,5,4,24.64,2025-09-10 06:09:46
88,69,90,4,2,275.38,2025-04-23 15:32:05
89,704,63,1,1,189.79,2024-05-14 12:17:28
90,681,89,5,1,184.71,2025-10-18 01:39:59
91,757,77,1,3,1285.71,2024-08-10 10:36:46
92,324,98,5,2,801.86,2024-07-18 09:57:08
93,494,132,3,2,269.64,2026-02-08 17:39:49
94,482,82,5,1,47.33,2025-09-23 17:31:52
95,279,129,1,1,477.27,2025-04-07 01:26:17
96,655,65,4,2,414.64,2026-02-18 22:36:30
97,711,143,5,3,419.13,2026-04-04 00:22:14
98,828,93,1,1,431.23,2024-09-20 11:59:54
99,305,224,1,3,1292.28,2025-02-14 11:09:14
100,940,102,2,3,397.95,2025-08-16 12:38:48
101,867,110,2,2,411.2,2025-01-20 22:05:28
102,942,265,3,1,145.25,2025-01-22 06:48:30
103,794,117,5,2,183.62,2025-04-29 02:44:00
104,665,12,5,2,510.82,2025-07-09 10:39:38
105,304,293,4,4,1738.76,2026-05-01 07:20:54
106,783,43,2,4,455.8,2024-11-13 15:04:23
107,891,21,3,3,1263.06,2025-02-14 10:36:49
108,336,117,4,3,275.43,2026-03-31 15:35:04
109,793,292,3,3,986.94,2025-08-14 20:16:13
110,783,277,5,2,990.24,2024-11-11 12:47:59
111,787,290,5,4,457.12,2025-06-09 18:39:42
112,373,52,3,1,449.54,2026-01-09 00:54:46
113,751,156,3,4,1346.44,2026-02-17 15:37:41
114,144,106,4,2,686.36,2025-01-20 21:26:56
115,658,2,1,1,362.52,2024-09-02 12:51:30
116,644,90,1,2,275.38,2024-12-31 08:53:11
117,459,263,4,2,637.66,2026-01-20 23:53:58
118,39,159,1,2,572.26,2025-07-27 02:19:04
119,445,298,4,4,562.96,2024-12-30 15:16:45
120,452,263,1,4,1275.32,2025-01-17 23:38:36
121,376,173,2,3,112.05,2025-12-19 19:19:00
122,891,141,5,2,820.92,2025-09-23 01:06:22
123,220,26,1,3,1306.8,2026-03-26 23:05:12
124,10,121,5,2,174.62,2025-04-11 20:42:04
125,584,152,1,2,640.86,2025-03-19 04:04:06
126,859,293,4,2,869.38,2025-01-07 01:07:41
127,664,19,4,4,1221.28,2026-03-30 11:47:23
128,167,202,1,2,592.66,2025-05-19 11:01:47
129,915,164,2,1,398.69,2025-09-28 20:39:17
130,439,242,5,3,822.51,2025-07-06 03:46:58
131,561,108,2,1,408.45,2026-01-01 12:39:33
132,631,149,1,2,874.22,2025-02-17 12:15:13
133,432,293,3,4,1738.76,2024-12-27 13:12:41
134,455,160,3,2,319.72,2025-03-30 19:20:06
135,969,78,5,1,201.61,2025-03-20 22:37:48
136,441,254,1,2,15.1,2025-08-09 00:16:24
137,320,291,5,2,775.1,2025-03-04 02:58:14
138,835,42,5,3,877.17,2024-07-31 14:08:22
139,937,241,3,3,531.51,2024-08-04 10:35:06
140,280,188,3,4,557.96,2024-11-23 11:16:46
141,218,102,2,4,530.6,2024-12-19 12:45:57
142,167,109,4,4,562.64,2024-11-28 18:26:43
143,741,164,3,1,398.69,2026-04-22 14:59:18
144,648,70,1,3,306.24,2025-11-03 01:58:41
145,708,269,1,4,1512.32,2024-12-04 00:34:45
146,642,5,4,3,1078.53,2024-07-23 03:20:21
147,160,149,2,3,1311.33,2026-04-19 10:51:47
148,812,58,3,2,539.12,2025-12-24 21:28:25
149,838,130,4,2,735.24,2025-12-24 16:11:21
150,614,209,3,2,611.66,2025-07-25 19:37:43
151,471,286,4,4,1994.32,2025-04-11 06:39:00
152,662,300,2,4,1790.32,2026-02-20 19:59:25
153,453,287,1,3,166.77,2024-05-22 03:35:36
154,208,106,1,3,1029.54,2026-01-23 03:58:18
155,912,12,1,4,1021.64,2025-06-01 09:21:30
156,908,136,4,3,1159.8,2025-09-28 19:13:17
157,656,30,5,3,1207.23,2026-03-05 11:54:32
158,348,115,5,4,1202.88,2025-12-15 13:02:09
159,872,248,4,1,123.15,2026-02-12 01:54:04
160,633,286,5,4,1994.32,2024-09-09 13:11:43
161,966,231,1,1,48.06,2025-08-03 04:06:01
162,784,38,4,2,149.44,2024-09-18 07:56:09
163,509,142,4,1,6.16,2025-07-29 05:51:54
164,663,114,5,2,273.84,2024-08-28 12:27:17
165,361,258,3,1,379.53,2024-10-03 23:20:18
166,969,180,2,4,1980.88,2024-05-25 19:19:14
167,466,262,3,2,124.68,2024-09-11 21:09:25
168,939,143,4,1,139.71,2025-08-27 07:11:19
169,244,12,1,2,510.82,2025-02-26 23:24:22
170,678,82,5,3,141.99,2026-01-08 03:51:08
171,158,216,2,2,928.48,2025-09-24 01:06:16
172,462,134,3,4,1002.8,2026-04-30 08:04:33
173,7,14,1,3,1310.1,2026-04-12 02:00:40
174,405,163,2,3,1457.01,2025-06-22 11:36:22
175,130,206,4,2,745.92,2025-06-10 17:05:56
176,768,266,1,2,545.86,2024-10-27 10:34:15
177,793,253,1,4,77.92,2025-05-14 06:24:09
178,95,270,1,2,937.86,2026-01-11 06:30:52
179,336,238,5,4,141.8,2026-02-12 17:25:19
180,899,25,5,1,419.56,2024-06-27 04:52:51
181,482,25,4,1,419.56,2024-10-08 17:51:07
182,956,12,4,1,255.41,2025-11-11 16:27:41
183,543,20,2,1,369.54,2025-03-12 22:12:23
184,828,160,5,3,479.58,2026-03-01 09:05:39
185,254,130,4,3,1102.86,2025-03-31 10:36:12
186,467,287,3,1,55.59,2024-12-18 23:36:56
187,467,266,1,2,545.86,2025-09-11 10:19:29
188,382,267,2,1,420.86,2025-11-13 05:37:45
189,927,56,1,3,112.59,2025-05-21 20:59:18
190,83,99,5,1,244.97,2024-06-06 08:40:58
191,156,190,3,3,514.5,2025-03-01 01:29:59
192,80,252,1,4,1923.4,2024-10-04 00:07:12
193,772,103,1,1,324.3,2025-10-24 12:37:46
194,359,221,4,4,937.48,2024-06-08 11:05:42
195,124,231,2,3,144.18,2025-10-24 18:57:31
196,485,116,5,3,955.14,2025-05-17 15:13:20
197,519,155,4,2,987.8,2026-02-27 19:10:23
198,526,229,5,2,811.42,2025-12-19 02:26:25
199,645,183,2,2,800.8,2024-12-26 08:22:54
200,731,246,5,2,165.76,2024-11-07 06:34:28
201,471,65,5,1,207.32,2026-01-12 07:57:47
202,986,242,5,1,274.17,2024-10-19 03:20:05
203,693,173,4,1,37.35,2026-04-24 14:55:41
204,995,188,3,3,418.47,2024-07-12 04:39:18
205,917,256,5,2,909.62,2025-03-27 11:08:26
206,510,196,2,4,569.0,2024-06-14 20:56:08
207,624,252,2,4,1923.4,2024-12-08 21:33:10
208,227,233,5,4,534.32,2024-08-14 19:01:27
209,925,42,5,2,584.78,2025-06-29 07:53:10
210,397,113,1,4,291.04,2024-05-27 15:14:47
211,17,120,1,1,213.91,2025-06-01 01:31:23
212,129,130,4,4,1470.48,2025-02-16 05:25:18
213,29,97,2,2,985.52,2024-09-13 05:06:06
214,826,232,5,4,520.24,2024-06-18 14:22:02
215,715,247,2,4,1422.56,2024-07-22 02:24:15
216,955,214,1,3,100.89,2025-12-17 12:45:20
217,913,173,3,1,37.35,2025-08-18 18:34:46
218,416,87,5,4,1257.04,2025-02-05 19:33:53
219,845,200,1,3,1435.29,2025-03-24 16:39:39
220,43,109,3,4,562.64,2024-10-19 21:08:00
221,483,152,1,1,320.43,2026-01-27 03:58:21
222,148,277,2,3,1485.36,2026-04-11 09:21:56
223,366,228,3,4,1707.36,2025-01-29 06:52:54
224,399,211,3,4,780.48,2024-12-23 07:22:48
225,563,261,5,2,981.38,2026-03-16 11:50:57
226,352,8,2,2,587.56,2025-03-23 13:12:03
227,623,220,1,3,243.54,2025-04-05 03:28:55
228,648,256,1,1,454.81,2024-12-04 17:42:09
229,962,49,4,2,306.6,2026-01-20 11:44:27
230,836,78,1,1,201.61,2025-08-16 03:44:35
231,217,119,2,2,389.3,2025-08-20 08:42:53
232,149,164,4,3,1196.07,2025-06-03 08:21:36
233,488,258,5,1,379.53,2025-10-31 16:26:43
234,160,288,4,2,171.98,2025-11-01 08:53:31
235,523,10,1,4,1895.64,2024-07-30 10:35:10
236,402,183,1,1,400.4,2025-10-10 07:07:48
237,488,124,2,1,38.78,2024-10-06 15:42:57
238,626,278,4,2,969.18,2024-09-14 08:01:24
239,980,213,4,4,1655.88,2024-10-03 22:18:59
240,435,174,1,4,1611.88,2024-05-17 14:16:09
241,917,122,1,4,385.04,2025-01-25 17:14:10
242,233,18,5,1,386.77,2024-12-24 14:05:52
243,661,126,4,4,1443.72,2026-01-02 10:00:47
244,203,256,3,1,454.81,2025-05-10 01:38:33
245,534,285,5,2,167.34,2026-02-12 04:04:54
246,770,29,5,3,1120.2,2024-07-09 15:37:05
247,436,283,2,3,1230.9,2024-08-28 02:54:42
248,463,88,4,1,133.41,2025-01-17 14:18:18
249,278,171,5,1,349.66,2026-01-09 22:08:02
250,353,184,3,3,29.1,2024-12-03 22:59:34
251,630,19,5,2,610.64,2025-11-17 21:26:03
252,807,108,1,4,1633.8,2024-10-01 08:05:01
253,229,111,2,2,831.44,2026-01-20 11:58:08
254,656,72,1,4,691.76,2025-05-25 03:00:24
255,261,3,1,4,44.16,2025-05-19 03:45:35
256,104,224,2,2,861.52,2026-04-04 07:00:13
257,491,10,5,4,1895.64,2025-03-23 10:09:17
258,302,231,3,3,144.18,2025-09-24 13:22:22
259,66,112,5,1,57.76,2024-07-10 02:42:53
260,500,86,2,2,893.74,2025-01-07 12:00:17
261,314,54,4,1,23.09,2024-08-16 15:14:31
262,974,14,1,2,873.4,2024-05-08 14:44:03
263,437,20,3,4,1478.16,2024-07-26 17:11:01
264,755,223,3,1,298.51,2025-01-04 01:07:28
265,698,132,5,4,539.28,2025-03-17 02:26:01
266,20,24,3,2,840.5,2026-03-08 06:33:44
267,805,230,5,2,932.28,2025-12-17 16:29:31
268,1000,202,4,4,1185.32,2026-01-28 06:12:10
269,57,20,1,3,1108.62,2026-02-17 15:55:32
270,583,4,5,2,697.0,2024-12-08 23:53:10
271,515,216,5,4,1856.96,2025-12-29 09:12:19
272,698,55,4,4,1676.4,2026-03-31 13:30:11
273,888,254,2,2,15.1,2025-12-31 13:34:30
274,594,159,4,4,1144.52,2026-03-20 01:02:29
275,915,211,5,4,780.48,2025-07-02 02:47:32
276,542,117,4,4,367.24,2026-05-05 20:24:04
277,19,173,4,2,74.7,2025-06-29 23:02:56
278,183,113,1,2,145.52,2025-06-14 13:59:10
279,831,116,1,3,955.14,2024-11-17 06:32:54
280,476,251,3,1,83.51,2026-01-05 16:02:50
281,118,161,1,2,700.44,2024-06-23 06:11:40
282,260,148,3,3,143.76,2025-08-29 16:01:54
283,710,47,4,3,1293.03,2025-07-01 20:45:29
284,871,137,2,4,168.76,2025-12-26 09:26:16
285,837,61,2,2,190.1,2024-09-19 08:42:22
286,771,107,1,2,915.16,2026-03-30 17:27:48
287,254,118,5,2,839.72,2026-04-30 15:51:33
288,849,51,5,3,648.78,2025-02-27 06:52:15
289,426,35,2,3,729.03,2024-10-16 19:38:14
290,581,49,5,2,306.6,2025-10-02 04:59:34
291,704,261,4,2,981.38,2026-03-30 00:51:18
292,602,260,2,3,139.89,2024-08-02 18:38:23
293,641,280,1,4,1521.36,2025-04-28 21:58:07
294,838,297,4,4,1929.76,2025-09-27 21:57:18
295,188,57,4,4,1433.84,2026-02-27 21:27:04
296,985,36,5,2,457.7,2026-03-18 06:45:48
297,408,106,4,3,1029.54,2025-06-14 22:05:37
298,163,220,2,4,324.72,2024-05-22 07:06:49
299,400,182,2,1,195.06,2025-04-21 17:08:14
300,205,70,4,1,102.08,2024-05-29 05:43:50
301,813,228,3,4,1707.36,2024-11-07 00:39:24
302,850,250,3,1,351.0,2025-12-04 05:36:01
303,533,196,2,1,142.25,2024-12-22 11:12:32
304,987,7,2,4,1918.96,2025-05-06 05:31:58
305,760,203,4,4,1760.64,2025-02-18 09:38:41
306,655,199,5,2,682.86,2025-10-01 10:17:05
307,666,142,1,1,6.16,2024-09-06 05:04:09
308,314,21,2,1,421.02,2025-06-18 04:29:04
309,131,87,2,1,314.26,2025-06-02 13:56:23
310,984,161,2,1,350.22,2024-09-16 17:39:36
311,708,86,1,1,446.87,2024-10-26 07:50:35
312,664,61,5,2,190.1,2025-10-22 17:46:48
313,28,43,1,3,341.85,2025-09-07 08:03:26
314,598,177,1,2,887.12,2024-08-13 13:41:25
315,966,198,2,1,59.19,2024-05-26 06:25:34
316,842,5,2,2,719.02,2026-02-15 07:38:46
317,112,57,2,2,716.92,2025-01-20 16:07:55
318,98,144,3,1,56.03,2024-09-10 04:28:41
319,679,86,4,4,1787.48,2024-09-14 04:59:44
320,936,294,4,3,239.31,2025-07-22 05:19:11
321,650,99,3,3,734.91,2024-08-18 07:30:49
322,561,32,5,4,808.36,2025-02-18 08:08:41
323,154,68,4,2,413.9,2025-03-30 09:50:27
324,655,232,5,3,390.18,2024-12-23 00:53:13
325,726,116,4,2,636.76,2025-01-28 20:47:33
326,923,168,2,4,1307.32,2025-12-04 11:25:32
327,26,66,1,4,1958.28,2024-09-29 05:58:26
328,254,44,1,2,666.9,2025-07-08 10:48:16
329,227,262,4,3,187.02,2025-11-09 23:04:24
330,601,178,3,3,1316.85,2024-07-31 03:25:59
331,709,267,4,2,841.72,2025-09-14 20:09:51
332,8,297,4,1,482.44,2025-10-24 23:02:23
333,597,72,1,3,518.82,2024-08-18 08:16:53
334,911,238,2,2,70.9,2025-04-24 14:24:40
335,828,268,2,3,954.45,2025-10-02 10:24:19
336,848,259,3,2,16.32,2024-05-29 10:24:55
337,875,40,1,4,849.48,2025-10-25 03:40:41
338,129,8,5,4,1175.12,2025-12-05 04:17:17
339,892,176,3,1,370.24,2026-03-24 01:14:29
340,260,246,3,4,331.52,2025-05-28 09:56:20
341,649,12,3,2,510.82,2026-05-03 11:24:05
342,887,16,1,3,1188.27,2026-01-21 17:57:22
343,109,21,5,2,842.04,2025-06-20 19:09:10
344,260,102,2,3,397.95,2025-01-29 16:39:26
345,571,247,3,1,355.64,2026-04-23 04:17:32
346,537,131,1,4,554.44,2025-08-31 23:14:08
347,793,154,5,3,975.3,2026-03-25 15:18:01
348,701,265,4,2,290.5,2025-08-19 14:33:46
349,434,134,3,4,1002.8,2024-10-19 13:00:39
350,940,213,2,2,827.94,2026-03-13 07:14:29
351,131,76,4,2,988.84,2024-05-14 08:56:24
352,986,277,4,4,1980.48,2025-11-30 16:06:05
353,218,190,1,1,171.5,2024-10-18 10:46:56
354,675,180,2,1,495.22,2026-02-10 22:01:48
355,307,75,1,3,162.66,2025-09-18 04:35:57
356,176,150,1,1,321.28,2025-10-30 20:54:57
357,620,139,3,3,1037.28,2025-09-01 08:20:31
358,289,212,5,4,389.16,2025-06-26 21:09:14
359,930,66,3,4,1958.28,2025-06-06 21:03:15
360,248,156,1,4,1346.44,2026-04-19 20:32:38
361,124,1,3,4,983.0,2025-06-07 05:43:55
362,442,294,5,3,239.31,2025-10-26 02:11:12
363,313,117,5,2,183.62,2024-10-21 23:09:55
364,654,39,1,3,872.79,2024-06-15 01:39:14
365,764,207,2,3,359.04,2024-09-03 18:51:29
366,737,134,3,3,752.1,2025-02-08 05:48:29
367,407,91,2,4,703.48,2024-10-30 09:50:46
368,558,38,4,1,74.72,2025-01-26 13:01:15
369,840,190,3,3,514.5,2026-03-13 07:26:33
370,542,84,1,1,94.81,2025-11-24 00:25:40
371,424,270,2,2,937.86,2025-06-14 05:29:56
372,727,150,1,3,963.84,2024-05-21 07:34:44
373,622,275,1,4,134.68,2025-06-04 05:47:14
374,980,173,1,3,112.05,2025-10-09 20:52:25
375,636,121,4,3,261.93,2026-03-22 04:08:26
376,943,120,5,1,213.91,2025-11-04 17:03:52
377,676,286,1,4,1994.32,2025-11-18 15:32:29
378,673,89,3,1,184.71,2025-11-05 04:50:08
379,739,222,1,4,463.16,2024-09-03 14:59:06
380,68,264,2,1,410.25,2025-11-02 13:09:44
381,637,110,1,4,822.4,2026-01-11 19:42:11
382,127,255,5,2,341.76,2025-01-22 09:21:26
383,881,158,4,3,1499.04,2024-10-09 03:53:57
384,779,64,2,1,449.23,2025-06-13 13:35:57
385,767,149,5,4,1748.44,2025-06-02 01:22:56
386,276,172,1,1,223.31,2025-01-05 02:41:15
387,201,35,1,2,486.02,2025-07-03 23:27:17
388,728,65,5,3,621.96,2025-11-07 13:48:34
389,431,76,1,3,1483.26,2024-06-13 10:33:45
390,26,93,5,3,1293.69,2024-11-22 07:14:08
391,550,276,1,1,27.64,2026-02-08 23:21:22
392,179,132,4,4,539.28,2025-02-18 02:01:58
393,772,76,5,3,1483.26,2026-01-19 01:22:27
394,854,194,2,3,1281.45,2026-03-22 10:14:09
395,951,257,1,2,819.78,2025-02-26 21:21:12
396,913,61,4,2,190.1,2026-03-22 04:48:22
397,730,283,3,4,1641.2,2026-04-26 13:30:44
398,362,93,5,1,431.23,2026-03-25 20:58:43
399,867,142,3,4,24.64,2025-02-01 13:37:13
400,749,177,5,1,443.56,2025-09-11 17:13:04
401,998,49,1,2,306.6,2025-06-01 18:21:13
402,136,43,4,4,455.8,2024-09-17 00:09:49
403,865,90,5,1,137.69,2024-08-18 12:20:54
404,945,192,2,3,19.98,2025-06-11 11:01:48
405,822,233,1,4,534.32,2026-03-22 20:29:20
406,549,41,1,4,636.72,2025-09-28 22:40:58
407,789,59,1,3,610.14,2024-07-30 05:04:01
408,397,192,3,2,13.32,2024-09-04 09:41:45
409,659,127,5,1,307.15,2024-10-15 10:54:32
410,168,108,3,4,1633.8,2025-10-09 04:57:19
411,584,109,4,1,140.66,2024-08-11 18:26:19
412,240,90,4,2,275.38,2024-12-03 13:24:47
413,453,8,1,3,881.34,2025-05-28 18:53:01
414,174,158,5,3,1499.04,2025-11-04 15:52:04
415,727,177,4,2,887.12,2025-02-23 17:31:19
416,658,161,4,2,700.44,2024-08-31 08:43:13
417,485,147,4,4,1387.32,2025-10-19 15:11:33
418,84,113,1,4,291.04,2026-03-23 19:13:13
419,378,243,1,3,411.54,2025-06-09 15:11:45
420,770,285,1,2,167.34,2024-10-05 15:41:48
421,450,266,2,3,818.79,2026-03-01 08:18:17
422,118,201,1,3,1182.72,2024-12-17 08:09:09
423,540,259,4,2,16.32,2026-01-31 10:43:48
424,667,117,2,1,91.81,2025-11-27 12:04:20
425,678,296,2,1,212.77,2024-11-11 08:02:25
426,937,268,3,3,954.45,2024-06-06 08:26:13
427,833,213,1,3,1241.91,2024-12-17 17:28:55
428,223,279,1,2,651.1,2024-09-12 03:45:35
429,796,277,3,2,990.24,2025-08-23 22:46:34
430,420,99,5,3,734.91,2026-02-12 13:49:44
431,73,122,4,4,385.04,2024-10-06 18:44:17
432,866,288,3,3,257.97,2025-12-21 09:34:44
433,156,172,1,3,669.93,2026-03-11 18:09:20
434,23,75,2,3,162.66,2026-05-03 12:43:28
435,825,118,4,4,1679.44,2026-02-27 22:35:08
436,929,167,2,4,1661.24,2025-12-24 20:35:56
437,668,7,4,1,479.74,2026-04-17 14:33:13
438,568,193,4,3,541.62,2025-11-10 22:10:22
439,669,202,4,2,592.66,2025-11-15 18:43:20
440,988,126,3,1,360.93,2025-02-24 14:08:56
441,881,294,5,4,319.08,2025-03-25 02:12:29
442,930,176,4,4,1480.96,2025-01-15 16:45:35
443,204,31,4,1,303.84,2025-01-27 12:44:08
444,877,67,3,1,359.41,2026-04-11 15:02:19
445,772,154,3,2,650.2,2026-03-29 01:36:35
446,363,234,3,2,58.3,2025-06-24 10:39:53
447,262,125,5,2,295.8,2025-07-23 10:56:06
448,938,122,5,1,96.26,2025-06-09 04:13:29
449,170,124,5,3,116.34,2024-07-14 01:53:55
450,87,134,4,2,501.4,2024-07-22 13:50:45
451,201,285,5,3,251.01,2025-05-07 18:50:58
452,431,126,4,1,360.93,2025-05-13 01:21:01
453,109,224,4,1,430.76,2026-01-06 10:06:27
454,165,162,5,2,200.68,2025-07-14 22:25:29
455,821,42,2,4,1169.56,2026-01-15 01:01:58
456,109,51,2,1,216.26,2025-07-19 20:43:35
457,341,21,4,3,1263.06,2025-04-02 18:09:04
458,359,92,5,3,834.78,2024-05-27 12:48:16
459,909,111,2,3,1247.16,2025-12-28 15:08:51
460,996,273,3,4,1546.56,2025-05-22 18:47:01
461,850,104,1,4,281.92,2026-04-08 15:52:07
462,762,275,5,3,101.01,2025-12-26 00:25:26
463,853,8,4,1,293.78,2025-07-02 12:30:15
464,657,101,4,2,701.86,2025-06-29 18:03:26
465,659,64,3,1,449.23,2024-10-02 12:59:21
466,866,267,5,3,1262.58,2024-10-01 19:52:07
467,140,246,5,2,165.76,2025-06-09 08:32:09
468,395,5,1,4,1438.04,2024-08-18 23:48:53
469,20,46,2,4,314.36,2024-08-13 10:53:09
470,582,17,3,3,1065.24,2024-07-29 21:04:03
471,666,108,4,4,1633.8,2025-02-03 08:16:28
472,864,70,2,4,408.32,2024-10-12 16:50:54
473,102,75,1,2,108.44,2025-04-07 00:43:34
474,216,203,1,3,1320.48,2025-01-21 21:57:44
475,754,179,5,2,34.16,2025-05-05 10:55:36
476,731,82,4,3,141.99,2026-02-22 02:15:22
477,687,239,4,3,728.67,2024-09-19 02:31:04
478,365,163,1,4,1942.68,2025-02-06 09:54:04
479,116,225,3,3,1318.02,2024-07-27 03:54:16
480,806,13,5,3,395.19,2025-01-15 00:35:44
481,720,114,5,2,273.84,2026-01-24 06:36:40
482,683,54,2,2,46.18,2024-08-24 01:57:00
483,320,126,5,4,1443.72,2025-03-17 19:49:22
484,204,194,1,4,1708.6,2025-07-26 05:08:24
485,547,184,1,2,19.4,2026-01-29 02:06:54
486,303,163,3,2,971.34,2026-03-24 19:42:46
487,264,282,1,4,660.76,2026-03-12 20:45:53
488,327,30,3,1,402.41,2024-10-08 15:59:30
489,292,25,5,1,419.56,2025-07-15 21:37:01
490,911,37,5,4,85.04,2025-04-30 19:23:03
491,648,188,1,3,418.47,2024-07-20 12:28:32
492,257,164,3,2,797.38,2025-02-18 14:42:36
493,703,104,1,2,140.96,2025-04-29 03:32:07
494,942,260,3,3,139.89,2025-10-28 18:38:32
495,584,259,4,1,8.16,2025-10-17 04:34:37
496,685,290,5,1,114.28,2025-06-12 14:04:03
497,83,123,2,4,1214.24,2025-02-09 20:18:20
498,657,162,2,4,401.36,2025-03-18 04:07:15
499,656,188,2,2,278.98,2024-10-03 17:17:45
500,474,13,4,2,263.46,2025-06-21 01:49:28
501,295,215,3,2,224.16,2025-01-04 12:02:20
502,733,231,5,3,144.18,2025-05-20 06:26:30
503,321,233,5,1,133.58,2025-09-06 23:36:46
504,533,53,3,1,236.77,2025-12-19 14:22:36
505,281,214,1,3,100.89,2025-10-21 21:56:46
506,23,32,2,2,404.18,2025-03-30 11:31:29
507,484,54,4,4,92.36,2025-04-26 11:09:39
508,160,14,2,4,1746.8,2025-01-11 10:05:23
509,878,53,4,1,236.77,2025-01-24 16:11:46
510,59,264,2,4,1641.0,2024-06-16 07:09:30
511,631,290,2,4,457.12,2026-01-19 10:22:50
